id,business_name,slug,city,state,phone,website,email,street_address,postal_code,latitude,longitude,rating,review_count,photo_url,hours,services_offered,source,enriched_at,contacted_at,contact_status,has_luxury,has_ada,has_trailer,serves_events,serves_construction,delivery_radius_miles,created_at,updated_at,description,featured,verified,scrape_status,enrich_status,enrich_confidence_email,enrich_confidence_phone,outreach_status,email1_sent_at,email2_sent_at,email3_sent_at,outreach_count,verified_at,facebook_url,instagram_url,linkedin_url,twitter_url
11d969be-9fd3-4c97-985d-f2b838bb825d,United Site Services,united-site-services-mansfield-center,Mansfield Center,Connecticut,(800) 864-5387,,,,06250,41.74101800,-72.25946170,1.0,1,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5vX3pJ1DHEowVMNUSlR_1w&cb_client=search.gws-prod.gps&w=800&h=500&yaw=95.12867&pitch=0&thumbfov=100,"{""Monday"":""7AM-8PM"",""Tuesday"":""7AM-8PM"",""Wednesday"":""7AM-8PM"",""Thursday"":""7AM-8PM"",""Friday"":""7AM-8PM"",""Saturday"":""7AM-8PM"",""Sunday"":""Closed""}","[""Portable toilet supplier"",""Fence supply store"",""Septic system service"",""Waste management service""]",outscraper,,,,false,false,false,false,false,,2025-12-26 20:31:20.063005+00,2025-12-26 20:31:20.063005+00,,false,false,ready,pending,,,pending,,,,0,,,,,
004fda17-675e-4bc5-b306-cd8541f6fa28,Jamey Portable Toilet Rental,jamey-portable-toilet-rental-meriden,Meriden,Connecticut,(475) 330-5851,,,,06450,41.53731210,-72.78943390,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=yAIg22Ehd6e-2KNNZkdCTg&cb_client=search.gws-prod.gps&w=800&h=500&yaw=298.21222&pitch=0&thumbfov=100,"{""Monday"":""6AM-3PM"",""Tuesday"":""6AM-3PM"",""Wednesday"":""6AM-3PM"",""Thursday"":""6AM-3PM"",""Friday"":""6AM-3PM"",""Saturday"":""Closed"",""Sunday"":""Closed""}","[""Portable toilet supplier""]",outscraper,,,,false,false,false,false,false,,2025-12-17 12:50:11.844197+00,2025-12-17 12:50:11.844197+00,,false,false,ready,pending,,,pending,,,,0,,,,,
24359a25-40b8-4763-b24e-46c2b9c398a7,"Meriden Party Rentals, LLC",meriden-party-rentals-llc-meriden,Meriden,Connecticut,(203) 907-9846,https://www.meridenpartyrentals.com/,,"16 Ann St, Meriden, CT 06450",06450,41.52619540,-72.79839470,4.8,201,https://lh3.googleusercontent.com/p/AF1QipNNEAhsUenFH9VngDNEeq1y5_WqvhK8pkhOieGX=w800-h500-k-no,"{""Monday"":""9AM-9PM"",""Tuesday"":""9AM-9PM"",""Wednesday"":""9AM-9PM"",""Thursday"":""9AM-9PM"",""Friday"":""9AM-9PM"",""Saturday"":""9AM-9PM"",""Sunday"":""9AM-9PM""}","[""Party equipment rental service"",""Bouncy castle hire"",""Event planner"",""Portable toilet supplier"",""Tent rental service""]",outscraper,2025-12-24 12:29:50.439+00,,,true,false,true,true,false,,2025-12-17 12:50:11.940441+00,2025-12-17 12:50:11.940441+00,,false,false,ready,pending,,,pending,,,,0,,,,,
52c77a71-600d-47cb-b3bc-4955ac02d777,WillScot,willscot-middletown,Middletown,Connecticut,(203) 699-2469,,,,06457,41.58794310,-72.72784910,4.0,4,https://lh3.googleusercontent.com/p/AF1QipPYuQ4_yEcwx1BoL3uAQfR-wJaSWpD6zDw_l6Ei=w800-h500-k-no,"{""Monday"":""8AM-5PM"",""Tuesday"":""8AM-5PM"",""Wednesday"":""8AM-5PM"",""Thursday"":""8AM-5PM"",""Friday"":""8AM-5PM"",""Saturday"":""Closed"",""Sunday"":""Closed""}","[""Portable toilet supplier"",""Cold storage facility"",""Fence supply store"",""Portable building manufacturer"",""Storage facility""]",outscraper,,,,false,false,false,false,false,,2025-12-26 20:31:20.063005+00,2025-12-26 20:31:20.063005+00,,false,false,ready,pending,,,pending,,,,0,,,,,
4ecf21fb-e66c-4262-9b1e-c2dbcbfbe5be,Erika Portable Toilet Rental,erika-portable-toilet-rental-milford,Milford,Connecticut,(909) 710-7943,,,,06460,41.22133600,-73.00542510,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=LtOvOGWfyShdvL3P1bxtfw&cb_client=search.gws-prod.gps&w=800&h=500&yaw=37.936226&pitch=0&thumbfov=100,,"[""Portable toilet supplier""]",outscraper,,,,false,false,false,false,false,,2025-12-26 20:12:11.871091+00,2025-12-26 20:12:11.871091+00,,false,false,ready,pending,,,pending,,,,0,,,,,
f21aac18-e8b5-42ec-84c0-e3cac1417a2c,GI Johns,gi-johns-monroe,Monroe,Connecticut,(877) 445-6467,,,,06468,41.35271280,-73.25115100,4.9,40,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy6rs6ow__TnRZ2tN_ovaU3tAg5JskUaSBrQjXU-Pf70mRais2bYUw_pxMFn7Mj7_YYnibV59u7sNduVQUEX7uRgu4IbirPVQbXiAc_MTujS3bDClyO8IncJ3ivwDNzUoREWDCwTzSCSS4=w800-h500-k-no,"{""Monday"":""Open 24 hours"",""Tuesday"":""Open 24 hours"",""Wednesday"":""Open 24 hours"",""Thursday"":""Open 24 hours"",""Friday"":""Open 24 hours"",""Saturday"":""Open 24 hours"",""Sunday"":""Open 24 hours""}","[""Portable toilet supplier""]",outscraper,2025-12-24 12:27:11.549+00,,,false,true,true,true,true,,2025-12-17 12:50:11.686302+00,2025-12-17 12:50:11.686302+00,,false,false,ready,pending,,,pending,,,,0,,,,,
aef69ac5-3ad1-420a-bde1-69342246e32c,EnviroFlush,enviroflush-naugatuck,Naugatuck,Connecticut,(860) 775-4100,,,,06770,41.48904420,-73.06661820,4.8,20,https://lh3.googleusercontent.com/p/AF1QipPMRRtY20-F6QOhV7DNuhI3HmeJY4_1qXqewKCa=w800-h500-k-no,"{""Sunday"":""Closed"",""Monday"":""8AM-5PM"",""Tuesday"":""8:30AM-5PM"",""Wednesday"":""8AM-5PM"",""Thursday"":""8AM-5PM"",""Friday"":""8AM-5PM"",""Saturday"":""Closed""}","[""Portable toilet supplier""]",outscraper,2025-12-24 12:28:02.117+00,,,true,true,true,true,true,,2025-12-17 12:50:11.844197+00,2025-12-17 12:50:11.844197+00,,false,false,ready,pending,,,pending,,,,0,,,,,
578702a0-c165-4668-887e-87b88abacb5f,Loo Haven,loo-haven-new-haven,New Haven,Connecticut,(203) 439-5281,,,,06511,41.30390380,-72.91188610,5.0,83,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwfqyh3OGcquapcqX1CKB1vRyHFv-LtnHx_qAUFDkrqjR_wNcEloWzwWVkdgeVoEvTwFU4TDy78jjSw4yr0HpGWJpNwQ2Vdpt4xwauBcNiDnihwZ9I1CQ1T7ybiPM-KgAsud-2Y=w800-h500-k-no,"{""Monday"":""8AM-8PM"",""Tuesday"":""8AM-8PM"",""Wednesday"":""8AM-8PM"",""Thursday"":""8AM-8PM"",""Friday"":""8AM-4PM"",""Saturday"":""Closed"",""Sunday"":""8AM-8PM""}","[""Portable toilet supplier"",""Bathroom supply store"",""Equipment rental agency"",""Event planner"",""Party equipment rental service""]",outscraper,,,,false,false,false,false,false,,2025-12-26 20:12:11.871091+00,2025-12-26 20:12:11.871091+00,,false,false,ready,pending,,,pending,,,,0,,,,,
fd9bce63-4c82-4c20-a638-deb3717953a6,Sothers Toilets,sothers-toilets-new-haven,New Haven,Connecticut,(475) 327-9405,,,,06519,41.29915600,-72.94525780,5.0,4,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=foRcZ_uy3juwoKRlP_EPLg&cb_client=search.gws-prod.gps&w=800&h=500&yaw=134.10817&pitch=0&thumbfov=100,"{""Monday"":""Open 24 hours"",""Tuesday"":""Open 24 hours"",""Wednesday"":""Open 24 hours"",""Thursday"":""Open 24 hours"",""Friday"":""Open 24 hours"",""Saturday"":""Open 24 hours"",""Sunday"":""Open 24 hours""}","[""Portable toilet supplier""]",outscraper,,,,false,false,false,false,false,,2025-12-17 12:50:11.686302+00,2025-12-17 12:50:11.686302+00,,false,false,ready,pending,,,pending,,,,0,,,,,
ba4f8a61-8f52-46df-a0ce-22df81889690,Hygiene Haven,hygiene-haven-new-milford,New Milford,Connecticut,,,,,06776,41.57839880,-73.40949700,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=SEQeYNCL4CUbiYgCwCExOA&cb_client=search.gws-prod.gps&w=800&h=500&yaw=346.4594&pitch=0&thumbfov=100,,"[""Portable toilet supplier""]",outscraper,,,,false,false,false,false,false,,2025-12-17 12:50:11.844197+00,2025-12-17 12:50:11.844197+00,,false,false,ready,pending,,,pending,,,,0,,,,,
fb5eabc0-5567-420d-9b81-fbe657cea98b,GoProLoo Rentals,goproloo-rentals-norwalk,Norwalk,Connecticut,,,,"148 East Ave, Norwalk, CT 06851",06851,41.11002820,-73.40939580,,,,,"[""Portable toilet supplier""]",outscraper,,,,false,false,false,false,false,,2025-12-17 12:50:11.844197+00,2025-12-17 12:50:11.844197+00,,false,false,ready,pending,,,pending,,,,0,,,,,
50c47ebb-8aad-48d0-8587-120ebc4adfd2,Hall Portable Toilets,hall-portable-toilets-norwich,Norwich,Connecticut,(959) 203-2114,,,,06360,41.52621930,-72.07393490,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=IBqV_Xpjd3Dex3OnhnQKkw&cb_client=search.gws-prod.gps&w=800&h=500&yaw=121.814735&pitch=0&thumbfov=100,,"[""Portable toilet supplier""]",outscraper,,,,false,false,false,false,false,,2025-12-17 12:50:11.844197+00,2025-12-17 12:50:11.844197+00,,false,false,ready,pending,,,pending,,,,0,,,,,
0ee61bb8-c997-47ab-822a-63423fe66a70,Kwaterski's Porta Potty Rental of Norwich,kwaterski-s-porta-potty-rental-of-norwich-norwich,Norwich,Connecticut,(860) 397-0606,,,,06360,41.54906970,-72.11296450,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wygUHnpCVi2QRZafqk3QOA&cb_client=search.gws-prod.gps&w=800&h=500&yaw=281.47147&pitch=0&thumbfov=100,,"[""Portable toilet supplier""]",outscraper,,,,false,false,false,false,false,,2025-12-17 12:50:11.844197+00,2025-12-17 12:50:11.844197+00,,false,false,ready,pending,,,pending,,,,0,,,,,
817cbe72-b607-4369-bef5-759c9c6a4793,Finkeldey BMJ - Dumpster & Portable Toilet,finkeldey-bmj-dumpster-portable-toilet-old-saybrook,Old Saybrook,Connecticut,(860) 399-5266,,,,06475,41.29311440,-72.42333320,4.6,18,https://lh3.googleusercontent.com/p/AF1QipP0FZah-lhIdNN5ngRU5Qo0hvk3VXP3aezOGxLY=w800-h500-k-no,"{""Sunday"":""Open 24 hours"",""Monday"":""Open 24 hours"",""Tuesday"":""Open 24 hours"",""Wednesday"":""Open 24 hours"",""Thursday"":""Open 24 hours"",""Friday"":""Open 24 hours"",""Saturday"":""Open 24 hours""}","[""Portable toilet supplier"",""Cleaners"",""Demolition contractor"",""Dumpster rental service"",""Excavating contractor""]",outscraper,,,,false,false,false,false,false,,2025-12-26 20:12:11.871091+00,2025-12-26 20:12:11.871091+00,,false,false,ready,pending,,,pending,,,,0,,,,,
2479833e-4baa-4b82-a3ff-d8792b00fb9c,Drainworks Plumbing & Septic,drainworks-plumbing-septic-plymouth,Plymouth,Connecticut,(860) 248-6262,https://westctplumbing.com/,,"22 Swicklas Ct Unit 3, Plymouth, CT 06782",06782,41.69458900,-73.03130300,4.9,284,https://lh3.googleusercontent.com/p/AF1QipNIPrbXDZmG8-4JhP1-XAJpHUAL5idDKcqPYKeI=w800-h500-k-no,"{""Monday"":""7AM-6PM"",""Tuesday"":""7AM-6PM"",""Wednesday"":""7AM-6PM"",""Thursday"":""7AM-6PM"",""Friday"":""7AM-6PM"",""Saturday"":""Closed"",""Sunday"":""Closed""}","[""Plumber"",""Portable toilet supplier"",""Septic system service""]",outscraper,2025-12-24 12:29:18.427+00,,,false,false,false,true,true,,2025-12-17 12:50:11.844197+00,2025-12-17 12:50:11.844197+00,,false,false,ready,pending,,,pending,,,,0,,,,,
531da35e-75f3-4928-836f-a3f4a301b96e,Simply Sanitation LLC,simply-sanitation-llc-preston,Preston,Connecticut,(860) 710-8585,,,,06365,41.53159130,-72.00151340,5.0,8,https://lh3.googleusercontent.com/p/AF1QipPbuJfHRXcWRw72AH5F6uz-gcWWlTQ44fcR12U=w800-h500-k-no,,"[""Portable toilet supplier""]",outscraper,2025-12-24 12:27:20.403+00,,,false,true,false,true,true,,2025-12-17 12:50:11.686302+00,2025-12-17 12:50:11.686302+00,,false,false,ready,pending,,,pending,,,,0,,,,,
710283d1-7576-489f-93c9-40c69dad23dc,Chatfield True Value Hardware,chatfield-true-value-hardware-southbury,Southbury,Connecticut,(203) 264-4775,https://chatfieldpower.com/,,"190 Main St S, Southbury, CT 06488",06488,41.47626940,-73.21960060,4.7,286,https://lh3.googleusercontent.com/p/AF1QipN3rnrqmobB3IG7a8GoFvPU0lIp0DdIdw9b4DFO=w800-h500-k-no,"{""Monday"":""7AM-6PM"",""Tuesday"":""7AM-6PM"",""Wednesday"":""7AM-6PM"",""Thursday"":""7AM-6PM"",""Friday"":""7AM-6PM"",""Saturday"":""7AM-5PM"",""Sunday"":""8AM-3PM""}","[""Portable toilet supplier"",""Garden center"",""Lawn equipment rental service"",""Lawn mower repair service"",""Lawn mower store""]",outscraper,2025-12-24 12:28:58.922+00,,,false,false,false,true,false,,2025-12-17 12:50:11.844197+00,2025-12-17 12:50:11.844197+00,,false,false,ready,pending,,,pending,,,,0,,,,,
8abdb56e-ca5b-4727-bd29-66c50f5f4573,Clean Comfort Collective,clean-comfort-collective-southington,Southington,Connecticut,,,,"400 Executive Blvd S, Southington, CT 06489",06489,41.61371250,-72.90252570,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=waCg8m7mFDPcSZEvWHGLQQ&cb_client=search.gws-prod.gps&w=800&h=500&yaw=257.74704&pitch=0&thumbfov=100,,"[""Portable toilet supplier""]",outscraper,,,,false,false,false,false,false,,2025-12-17 12:50:11.940441+00,2025-12-17 12:50:11.940441+00,,false,false,ready,pending,,,pending,,,,0,,,,,
cd474570-d4ab-4a9a-afe6-c9b5b488055f,"Paragon Luxury Services, LLC",paragon-luxury-services-llc-stamford,Stamford,Connecticut,(203) 703-1921,,,,06902,41.04141080,-73.55289680,5.0,59,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyqVuhhMM_-iYpOnWXt7mJiK-iCRn14f-9LdPKVIKvBDw3YvIlSY39tiEsGTVNsEYqH1WmCEtbBjNGeMaWKOLL9ZYmbwOXahZacashc1JeSnSHmoxEBpEl06at84o2M2bmHcsYgFg=w800-h500-k-no,"{""Monday"":""7AM-7PM"",""Tuesday"":""7AM-7PM"",""Wednesday"":""7AM-7PM"",""Thursday"":""7AM-7PM"",""Friday"":""7AM-7PM"",""Saturday"":""7AM-7PM"",""Sunday"":""7AM-5PM""}","[""Portable toilet supplier""]",outscraper,2025-12-24 12:27:05.402+00,2025-12-17 21:38:58.45+00,,true,false,true,true,false,,2025-12-17 12:50:11.686302+00,2025-12-17 12:50:11.686302+00,,false,false,ready,pending,,,pending,,,,0,,,,,
68f1ee30-a724-4936-8a7d-c1be2255ce02,"S.D.R. Plumbing & Heating, Inc.",s-d-r-plumbing-heating-inc-stamford,Stamford,Connecticut,(203) 952-0582,https://www.sdrplumbing.com/,,"33 Nurney St, Stamford, CT 06902",06902,41.04969410,-73.55934380,4.7,64,https://lh3.googleusercontent.com/p/AF1QipOuvfd7H3bBDMqrI5Ao1CBWKhG9C4lYpUAAg7Wm=w800-h500-k-no,"{""Monday"":""7AM-4PM"",""Tuesday"":""7AM-4PM"",""Wednesday"":""7AM-4PM"",""Thursday"":""7AM-4PM"",""Friday"":""7AM-4PM"",""Saturday"":""Closed"",""Sunday"":""Closed""}","[""Heating contractor"",""Contractor"",""HVAC contractor"",""Plumber"",""Portable toilet supplier""]",outscraper,2025-12-24 12:29:34.187+00,,,false,false,false,false,false,,2025-12-17 12:50:11.940441+00,2025-12-17 12:50:11.940441+00,,false,false,ready,pending,,,pending,,,,0,,,,,
53714036-3aff-4544-829c-a628e02c250c,"Stamford Portable Restrooms, LLC.",stamford-portable-restrooms-llc-stamford,Stamford,Connecticut,(475) 333-1263,,,,06907,41.07855060,-73.51960990,4.3,10,https://lh3.googleusercontent.com/p/AF1QipMjd6xuP3LAaASo6DXqhiBdUmwAJhOyK0uMSccN=w800-h500-k-no,"{""Monday"":""Open 24 hours"",""Tuesday"":""Open 24 hours"",""Wednesday"":""Open 24 hours"",""Thursday"":""Open 24 hours"",""Friday"":""Open 24 hours"",""Saturday"":""Open 24 hours"",""Sunday"":""Open 24 hours""}","[""Portable toilet supplier""]",outscraper,2025-12-24 12:39:31.993+00,,,true,true,true,true,true,,2025-12-17 12:50:11.686302+00,2025-12-17 12:50:11.686302+00,,false,false,ready,pending,,,pending,,,,0,,,,,
22821e15-74aa-44a0-8bba-5b4d7d5929b8,Potty on Wheels,potty-on-wheels-taftville,Taftville,Connecticut,,,,,06380,41.57015870,-72.04881910,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=74oe7acDkQqnG294K2hmsw&cb_client=search.gws-prod.gps&w=800&h=500&yaw=91.40227&pitch=0&thumbfov=100,,"[""Portable toilet supplier""]",outscraper,,,,false,false,false,false,false,,2025-12-26 20:12:11.871091+00,2025-12-26 20:12:11.871091+00,,false,false,ready,pending,,,pending,,,,0,,,,,
534ddfae-c2d0-407f-a0ff-d0aef10d50fb,Zed Portable Toilet Rentals,zed-portable-toilet-rentals-wallingford,Wallingford,Connecticut,(475) 330-5844,,,,06492,41.49031600,-72.79126090,,,,"{""Monday"":""8AM-8PM"",""Tuesday"":""8AM-8PM"",""Wednesday"":""8AM-8PM"",""Thursday"":""8AM-8PM"",""Friday"":""8AM-8PM"",""Saturday"":""8AM-8PM"",""Sunday"":""8AM-8PM""}","[""Portable toilet supplier""]",outscraper,,,,false,false,false,false,false,,2025-12-17 12:50:11.844197+00,2025-12-17 12:50:11.844197+00,,false,false,ready,pending,,,pending,,,,0,,,,,
e98ebbf3-ba91-486b-91b2-42ed68066e98,Ct potty rentals,ct-potty-rentals-waterbury,Waterbury,Connecticut,(203) 528-8603,,,,06704,41.59326900,-73.03935170,5.0,9,https://lh3.googleusercontent.com/p/AF1QipNVPpM4Oh8DyuBEW0QYaayYf3kALMredlBDWjTo=w800-h500-k-no,"{""Sunday"":""8AM-7PM"",""Monday"":""8AM-7PM"",""Tuesday"":""8AM-7PM"",""Wednesday"":""8AM-7PM"",""Thursday"":""8AM-7PM"",""Friday"":""8AM-7PM"",""Saturday"":""8AM-7PM""}","[""Portable toilet supplier""]",outscraper,,,,false,false,false,false,false,,2025-12-26 20:12:11.871091+00,2025-12-26 20:12:11.871091+00,,false,false,ready,pending,,,pending,,,,0,,,,,
e0190e2d-3b1e-4428-b4c1-84095b203625,West Hartford Portable Toilet,west-hartford-portable-toilet-west-hartford,West Hartford,Connecticut,(860) 743-8544,,,,06117,41.78307100,-72.74630110,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=azBaW_KpreNdaNnBOSgYww&cb_client=search.gws-prod.gps&w=800&h=500&yaw=69.27494&pitch=0&thumbfov=100,"{""Monday"":""7AM-7PM"",""Tuesday"":""7AM-7PM"",""Wednesday"":""7AM-7PM"",""Thursday"":""7AM-7PM"",""Friday"":""7AM-7PM"",""Saturday"":""7AM-7PM"",""Sunday"":""7AM-7PM""}","[""Portable toilet supplier""]",outscraper,,,,false,false,false,false,false,,2025-12-26 20:12:11.871091+00,2025-12-26 20:12:11.871091+00,,false,false,ready,pending,,,pending,,,,0,,,,,
5cb43602-5b00-4998-932d-91bc85309148,West Haven Portable Toilet Rentals,west-haven-portable-toilet-rentals-west-haven,West Haven,Connecticut,(475) 203-2620,,,,06516,41.27050740,-72.94693050,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0RYnYM-g0TLcicxzh69WMA&cb_client=search.gws-prod.gps&w=800&h=500&yaw=52.79538&pitch=0&thumbfov=100,"{""Monday"":""11AM-11PM"",""Tuesday"":""11AM-11PM"",""Wednesday"":""11AM-11PM"",""Thursday"":""11AM-11PM"",""Friday"":""11AM-11PM"",""Saturday"":""11AM-11PM"",""Sunday"":""11AM-11PM""}","[""Portable toilet supplier""]",outscraper,,,,false,false,false,false,false,,2025-12-17 12:50:11.844197+00,2025-12-17 12:50:11.844197+00,,false,false,ready,pending,,,pending,,,,0,,,,,
b913d925-feea-4707-abda-c10bc7f50f90,Arrow Leasing Corp,arrow-leasing-corp-bear,Bear,Delaware,(302) 328-4797,http://www.arrowsanitary.com/,,"1772 Pulaski Hwy, Bear, DE 19701",19701,39.61504960,-75.69890530,2.3,12,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzFskfyESVcbvNnrgLXErJPikKeqn3K2hTWJhrtdD_0EyVpjUUPFZ7lEPAg3aycQ36e5YT42o6l69PGHL9m6TKc7rVAKqEuhTxS9pJBgmIdU58JZrVKP45aA-qw2Zl5K3kv3Fjl=w800-h500-k-no,"{""Monday"":""8AM-4:30PM"",""Tuesday"":""8AM-4:30PM"",""Wednesday"":""8AM-4:30PM"",""Thursday"":""8AM-4:30PM"",""Friday"":""8AM-4:30PM"",""Saturday"":""Closed"",""Sunday"":""Closed""}","[""Portable toilet supplier""]",outscraper,2025-12-24 12:31:46.077+00,,,false,false,false,false,false,,2025-12-17 12:50:11.940441+00,2025-12-17 12:50:11.940441+00,,false,false,ready,pending,,,pending,,,,0,,,,,
9e4004ce-67ea-471f-bd03-a9b746d6fb43,L E Parsons Septic Services,l-e-parsons-septic-services-dover,Dover,Delaware,(302) 670-8007,,,,19904,39.17570210,-75.66300520,4.9,40,https://lh3.googleusercontent.com/p/AF1QipOJoaj0UJMiKGMKUgT8mYaKzXMQ-xCtE7sksnpx=w800-h500-k-no,"{""Monday"":""7:30AM-5PM"",""Tuesday"":""7:30AM-5PM"",""Wednesday"":""7:30AM-5PM"",""Thursday"":""7:30AM-5PM"",""Friday"":""7:30AM-5PM"",""Saturday"":""9AM-5PM"",""Sunday"":""Closed""}","[""Septic system service"",""Portable toilet supplier""]",outscraper,,,,false,false,false,false,false,,2025-12-17 12:50:11.940441+00,2025-12-17 12:50:11.940441+00,"Long-running, family-owned company offering installation and repair of septic systems, serving Kent County, Delaware and surrounding areas",false,false,ready,pending,,,pending,,,,0,,,,,
7b91e43b-a188-4630-9202-d4e4a9bed3dd,Party Poopers Inc,party-poopers-inc-georgetown,Georgetown,Delaware,(443) 528-3397,,,,19947,38.65109940,-75.31726190,5.0,110,https://lh3.googleusercontent.com/p/AF1QipP3TZq1Zz8l7Heik71ZFxsAjwLcT0CaVgsE8JU=w800-h500-k-no,"{""Monday"":""Open 24 hours"",""Tuesday"":""Open 24 hours"",""Wednesday"":""Open 24 hours"",""Thursday"":""Open 24 hours"",""Friday"":""Open 24 hours"",""Saturday"":""Open 24 hours"",""Sunday"":""Open 24 hours""}","[""Portable toilet supplier""]",outscraper,2025-12-24 12:30:00.094+00,,,true,false,true,true,false,,2025-12-17 12:50:11.940441+00,2025-12-17 12:50:11.940441+00,,false,false,ready,pending,,,pending,,,,0,,,,,
be0b52f8-2074-41da-b16c-19089f245ca7,Clean Delaware,clean-delaware-lewes,Lewes,Delaware,(302) 684-4221,,,,19958,38.75171110,-75.15840550,4.7,231,https://lh3.googleusercontent.com/p/AF1QipMTgCoUGGCBXm4NalLbXOC_xo5OZncNZ6dgEyE6=w800-h500-k-no,"{""Monday"":""8AM-4PM"",""Tuesday"":""8AM-4PM"",""Wednesday"":""8AM-4PM"",""Thursday"":""8AM-4PM"",""Friday"":""8AM-2:30PM"",""Saturday"":""Closed"",""Sunday"":""Closed""}","[""Septic system service"",""Container supplier"",""Portable toilet supplier"",""Swimming pool repair service""]",outscraper,,2025-12-17 21:39:00.465+00,,false,false,false,false,false,,2025-12-17 12:50:11.940441+00,2025-12-17 12:50:11.940441+00,,false,false,ready,pending,,,pending,,,,0,,,,,
1ac557d1-1c71-49a8-85d3-d701803240c2,Master Grab Bar Inc,master-grab-bar-inc-lewes,Lewes,Delaware,(302) 644-4404,,,,19958,38.75764620,-75.19600640,4.8,32,https://lh3.googleusercontent.com/p/AF1QipMXzCmCE8gql6HJBkjoOEQPdaGnZIUP38_kAPxA=w800-h500-k-no,"{""Monday"":""9AM-4PM"",""Tuesday"":""9AM-4PM"",""Wednesday"":""9AM-4PM"",""Thursday"":""9AM-4PM"",""Friday"":""9AM-4PM"",""Saturday"":""Closed"",""Sunday"":""Closed""}","[""Disability equipment supplier"",""Bathroom remodeler"",""Medical supply store"",""Mobility equipment supplier"",""Railing contractor""]",outscraper,,,,false,false,false,false,false,,2025-12-26 20:27:33.600202+00,2025-12-26 20:27:33.600202+00,,false,false,ready,pending,,,pending,,,,0,,,,,
844ed19e-e234-4b3d-9674-85eeccef9a61,First State Waste,first-state-waste-middletown,Middletown,Delaware,(302) 376-1000,,,,19709,39.48694470,-75.71718240,4.9,217,https://lh3.googleusercontent.com/p/AF1QipNtkC_1OkW4cv0PeF5nW3OAqM2Ld15LkNy9wmT3=w800-h500-k-no,"{""Monday"":""7AM-4PM"",""Tuesday"":""7AM-4PM"",""Wednesday"":""7AM-4PM"",""Thursday"":""7AM-4PM"",""Friday"":""7AM-4PM"",""Saturday"":""Closed"",""Sunday"":""Closed""}","[""Portable toilet supplier"",""Container service"",""Dumpster rental service"",""Waste management service""]",outscraper,,,,false,false,false,false,false,,2025-12-26 20:27:33.600202+00,2025-12-26 20:27:33.600202+00,,false,false,ready,pending,,,pending,,,,0,,,,,
659c9cae-0762-4b3a-ab90-ec5a9dacdc03,United Rentals - Reliable Onsite Services,united-rentals-reliable-onsite-services-middletown,Middletown,Delaware,(302) 462-3474,,,,19709,39.43670500,-75.72251980,5.0,1,https://lh3.googleusercontent.com/p/AF1QipPF2IK1llAd8JWqUP_f18i71CNfNhic2uVVkg_n=w800-h500-k-no,"{""Monday"":""7AM-4PM"",""Tuesday"":""7AM-4PM"",""Wednesday"":""7AM-4PM"",""Thursday"":""Closed"",""Friday"":""7AM-4PM"",""Saturday"":""Closed"",""Sunday"":""Closed""}","[""Portable toilet supplier"",""Equipment rental agency"",""Fence supply store""]",outscraper,,,,false,false,false,false,false,,2025-12-26 20:32:19.399008+00,2025-12-26 20:32:19.399008+00,,false,false,ready,pending,,,pending,,,,0,,,,,
a8daa264-8e3c-43e0-a8a4-0cb8146ca4b3,Portable Buildings Inc.,portable-buildings-inc-milford,Milford,Delaware,(302) 335-1300,http://www.portablebuildingsinc.com/,sales@portablebuildingsinc.com,"3235 Bay Rd, Milford, DE 19963",19963,38.98339900,-75.44148380,4.4,60,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzuOvbE3caR1eM4JN0N70WySezZXmFaCY7GNs9KXZmQrVW8T25sIliq3phqhHTDkJj3hPM97UvZqS1pywcUXuvIt7Zxqoq954frEvcL4avSrRmyFZJPysAZrbgM4BuuduXf-LAxPQ=w800-h500-k-no,"{""Monday"":""7:30AM-3:30PM"",""Tuesday"":""7:30AM-3:30PM"",""Wednesday"":""7:30AM-3:30PM"",""Thursday"":""7:30AM-3:30PM"",""Friday"":""7:30AM-3:30PM"",""Saturday"":""Closed"",""Sunday"":""Closed""}","[""Construction company""]",outscraper,2025-12-24 12:57:38.751+00,2025-12-17 21:39:02.487+00,,false,false,false,false,false,,2025-12-17 12:50:11.940441+00,2025-12-17 12:50:11.940441+00,,false,false,ready,pending,,,pending,,,,0,,,,,
